"[1, 4, 6, 8]",150
-178.19999999999976,-377.61,48.43251284003345,310.80000000000024,26.639000000000014,66.7750867539684
-189.79999999999976,-325.97799999999995,67.367439583229,301.2000000000003,91.36200000000004,99.9432106548515
-126.79999999999968,-270.56199999999984,59.36020683926236,361.20000000000033,183.94800000000018,99.62620787724494
-144.5999999999997,-260.7659999999998,55.99136401267617,345.60000000000036,202.1742000000002,92.107077743027
-90.39999999999952,-252.6999999999998,50.04388074480243,501.6000000000005,222.48000000000022,85.7997062932037
-135.79999999999947,-243.82799999999978,42.1836747569484,463.2000000000005,234.97200000000024,73.74016013001338
-115.99999999999966,-237.71599999999978,37.99872818924342,372.00000000000034,247.22400000000025,57.81098359308556
-130.59999999999977,-238.89999999999978,43.44113718585189,353.4000000000002,240.59560000000022,69.15299210186072
-140.39999999999975,-241.02599999999975,41.27510295565602,345.60000000000025,238.7040000000002,68.61916047285928
-43.59999999999944,-232.92399999999975,38.0834954278097,548.4000000000005,254.89600000000024,56.83656907308891
-44.19999999999944,-229.61399999999975,43.473543724890945,547.8000000000006,260.2560000000002,63.89271057014258
-67.59999999999948,-234.43599999999978,44.078469846400125,524.4000000000005,250.2540000000002,70.20574822619592
-67.59999999999948,-235.1079999999998,40.62241174524236,524.4000000000005,250.72200000000018,65.84603796736756
-108.19999999999953,-230.81999999999974,28.6824057568399,485.40000000000055,256.59620000000024,48.48476120968326
-85.99999999999949,-225.0159999999998,33.42457395390407,391.7800000000003,260.8418000000002,47.032344793344144
-69.99999999999949,-252.43199999999982,78.01890396564167,522.0000000000006,213.79580000000016,119.6231151005525
-69.99999999999949,-241.04999999999976,51.24555297779512,522.0000000000005,243.09000000000026,77.97449005924958
-69.99999999999949,-232.54199999999975,48.17991527597371,522.0000000000005,258.58800000000025,69.47352197780108
-69.99999999999949,-239.16799999999978,48.99950791589652,522.0000000000005,246.90580000000023,79.91347477340734
-67.59999999999948,-240.4559999999998,46.48199720321843,524.4000000000005,245.72860000000023,75.29564913087616
-65.79999999999949,-240.60199999999978,44.16705102222702,526.2000000000005,240.1980000000002,73.58559367158773
-93.1999999999995,-240.61599999999981,35.793481864719496,383.50000000000034,242.2210000000002,58.84618984267383
-58.19999999999945,-254.30599999999984,60.11264396115023,538.8000000000005,208.6880000000002,97.85279993950107
