"[2, 3, 5, 7]",150
55.600000000000335,-320.19599999999986,99.61831550473039,643.6000000000004,72.18980000000005,149.62826600599237
50.800000000000324,-165.40999999999985,120.078069188341,638.8000000000003,292.1698000000001,183.58228811069992
105.60000000000034,-131.15199999999987,116.42447550236172,688.6000000000004,354.71740000000005,174.5541658891017
80.20000000000033,-87.24399999999982,96.40318907588077,665.2000000000003,422.42720000000014,148.69996386065478
92.00000000000033,-79.7719999999998,101.43112745109373,676.0000000000003,434.3314000000002,154.73006195965937
78.20000000000024,-52.009999999999785,90.09312237901412,665.2000000000003,472.9964000000002,149.47089930498188
70.20000000000027,-43.349999999999746,103.79408220125083,654.2000000000003,489.66740000000027,164.31317387610778
81.20000000000033,-6.945999999999697,73.66725652554196,666.2000000000003,548.6212000000003,123.94064375563009
97.20000000000032,-1.8819999999997004,83.48309095858879,680.2000000000003,558.3838000000003,133.28890329491054
93.20000000000033,-3.691999999999697,82.5396119205803,677.2000000000003,554.2952000000004,132.90500204642416
92.00000000000033,-4.139999999999701,93.34105848982007,676.0000000000003,557.0200000000003,143.45340846421186
95.60000000000034,1.8900000000003048,80.09111998218032,679.6000000000004,563.7334000000003,128.075837160801
98.40000000000032,-6.561999999999704,85.28389153878948,681.4000000000003,550.2158000000002,135.24506060614567
97.80000000000032,5.058000000000301,76.620776790633,680.8000000000003,567.9998000000003,119.95843615169385
93.20000000000033,2.1940000000003024,79.48158757850778,677.2000000000003,565.0940000000003,122.36747755837746
92.00000000000033,4.920000000000299,80.14747407123949,676.0000000000003,567.7818000000003,122.90119443178739
93.20000000000033,4.6840000000002995,86.33836310702216,677.8000000000002,568.1902000000002,131.60916589645268
95.00000000000034,2.1120000000003,89.23494974504109,679.0000000000003,563.2456000000003,137.17016912084063
101.40000000000032,-1.2259999999996998,86.04481927460832,684.4000000000003,560.6940000000003,131.3949327942292
95.40000000000032,4.85000000000031,73.14643053492087,678.4000000000003,569.7700000000003,115.18196864092923
95.20000000000032,14.650000000000302,68.4595143132056,679.2000000000003,582.2600000000003,107.8390560047704
93.20000000000033,8.970000000000304,84.86194141074081,677.2000000000003,575.2750000000003,131.9222152444387
91.40000000000032,11.554000000000306,77.30243388147623,675.4000000000003,580.0884000000003,125.86213022764241
79.80000000000032,-18.28399999999972,125.43624095132961,664.8000000000004,534.3866000000002,187.85102518868518
113.40000000000032,7.826000000000303,91.93987450502642,805.4000000000003,573.5724000000004,144.3313734925294
85.40000000000032,13.800000000000304,76.44054421574984,669.4000000000003,580.9594000000003,129.55684072884773
144.0000000000001,15.840000000000305,88.75272164840923,838.0000000000001,588.0874000000002,137.1903486300695
99.00000000000028,19.852000000000302,90.35567329171981,793.0000000000002,594.5770000000005,140.01593310405792
101.40000000000032,27.380000000000315,69.8807584389294,684.4000000000003,606.8492000000002,104.66965464431422
102.60000000000034,29.33200000000032,82.16564839396086,685.6000000000004,607.4792000000002,126.61057380550811
113.6000000000003,34.126000000000325,72.53382468889947,805.6000000000004,617.0610000000003,110.00312880550267
103.80000000000032,27.106000000000307,79.444730246883,686.8000000000004,603.4330000000003,123.2081061091356
127.80000000000032,31.116000000000312,76.85277967646977,819.8000000000004,608.9978000000003,118.79617835250431
107.20000000000033,27.412000000000315,80.2601361573727,800.2000000000003,603.7630000000004,123.69392435766606
118.80000000000032,27.050000000000317,77.20734356264308,810.8000000000003,605.5894000000003,118.86798742992166
105.00000000000034,26.810000000000304,77.37860880114093,688.0000000000003,600.3390000000003,123.6761721068372
115.80000000000032,28.802000000000312,78.83715618919803,807.8000000000003,606.5710000000003,119.24106384547235
92.60000000000034,29.47600000000032,74.64832633086962,677.6000000000004,609.3050000000002,112.65285971958285
99.60000000000032,27.01800000000031,89.22451723601539,682.6000000000004,603.5702000000002,131.62069841768815
103.20000000000033,27.958000000000315,87.00414838385583,686.2000000000003,601.5258000000003,133.3204975176736
114.00000000000034,40.62000000000032,53.90621856520824,806.0000000000003,623.3028000000002,81.61996799901362
94.00000000000033,26.13400000000032,76.51653967607267,678.0000000000003,599.5264000000003,123.95524120842978
101.40000000000032,33.35800000000031,74.17850521545985,684.4000000000003,608.7102000000002,113.63273699053461
102.00000000000033,33.96000000000031,73.16939250806998,685.0000000000003,609.0994000000003,119.69002456194926
113.80000000000032,36.49800000000032,71.05419618854332,805.8000000000004,617.3104000000002,113.11108849197772
112.60000000000034,29.25200000000031,67.53859708344558,695.6000000000004,606.3806000000003,107.36961326017716
92.60000000000034,35.372000000000305,63.74199256377231,676.6000000000004,614.4380000000003,100.42349101679352
95.20000000000033,38.44600000000032,61.04706941369096,679.2000000000003,619.5648000000003,96.58324513578951
103.20000000000033,33.24400000000031,66.64419902737224,686.2000000000003,611.2280000000003,105.9324451147995
95.60000000000034,31.51800000000031,64.54713685362042,679.6000000000004,609.7622000000003,103.69639252722348
100.20000000000033,-27.77399999999971,141.7258385898634,683.2000000000003,516.5524000000003,221.3606633669136
160.60000000000034,22.512000000000302,79.23015244211012,852.6000000000004,595.9964000000003,123.33241648098857
106.00000000000033,30.238000000000312,72.00626469967739,689.0000000000003,609.2076000000002,105.57677224768719
105.00000000000034,37.972000000000314,66.20284598112082,688.0000000000003,619.6186000000004,97.33902203145463
128.0000000000003,38.65600000000031,67.08884902873207,820.0000000000003,620.1484000000004,98.75643206110682
135.0000000000003,35.10200000000032,69.45911888298039,827.0000000000003,615.8342000000002,105.86014677091663
142.20000000000033,28.662000000000308,81.55425038586283,834.2000000000003,606.5240000000002,122.12672035226369
158.2000000000003,31.48000000000031,69.7795500128799,850.2000000000003,611.4818000000004,104.45352398440183
163.80000000000032,35.20200000000032,68.75311480943977,855.8000000000003,619.3382000000003,104.33591493229936
113.00000000000031,32.73400000000031,71.67391187873038,805.0000000000003,613.6902000000002,106.50438651980497
89.40000000000032,34.58800000000031,55.532936677254895,673.4000000000003,613.0612000000003,86.79390162079366
103.20000000000033,39.31200000000032,51.60518826629743,686.2000000000003,620.8944000000002,78.8997448959121
115.40000000000032,34.50800000000031,65.4106377892771,807.4000000000003,613.9378000000002,98.20677886561604
119.00000000000034,44.596000000000316,59.6291068522748,811.0000000000003,627.9668000000003,94.22352093697206
115.40000000000032,42.548000000000314,56.699563455109626,807.4000000000003,625.7018000000003,86.68865324112498
99.00000000000031,44.65600000000031,55.369797398943064,682.0000000000003,626.6674000000004,81.82814365021368
94.00000000000033,32.582000000000306,62.642976270289104,678.0000000000003,611.2570000000003,97.50821751524336
119.00000000000034,38.460000000000306,69.38847454729068,811.0000000000003,619.7258000000003,103.36041727063612
103.20000000000033,42.85400000000031,58.53420781047612,686.2000000000003,621.8760000000003,90.02153293518172
97.20000000000032,43.57800000000031,56.07356521570573,680.8000000000004,623.1282000000003,85.83356947465256
92.00000000000033,45.9140000000003,60.713835359002026,677.0000000000002,623.5746000000004,90.32182477585364
110.40000000000032,44.674000000000305,61.580065962939706,802.4000000000003,622.6084000000003,99.97851041818943
97.80000000000032,37.5220000000003,77.52415311372324,681.0000000000003,615.6960000000003,113.77921595792445
105.60000000000034,39.02400000000031,72.42674798719052,688.6000000000004,619.4922000000003,106.40875407202178
103.20000000000033,44.756000000000334,52.673944830437755,686.2000000000003,627.9574000000002,77.09451537716548
102.00000000000033,42.072000000000315,63.40898056269317,685.0000000000003,622.7982000000003,96.95044392244941
