generation,gain_enemy_2,gain_enemy_4,gain_enemy_6,kill_enemy_2,kill_enemy_4,kill_enemy_6,sigma_0,sigma_1,sigma_2,sigma_3
0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.06284880445144886,0.010527021766428658,0.04598552551066953,0.0897831287591554
0,-92.5,-90.0,-92.5,0.0,0.0,0.0,0.07666970186964611,0.040368963374963374,0.02354430975072627,0.09243243444152437
0,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.019128419362394823,0.07178597444312482,0.03472979428928765,0.015130810640847203
0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.007672538240807537,0.0011063453171193062,0.016114561696076946,0.03732216881892713
0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.027627358238607014,0.0643245765170889,0.037927518729700765,0.015875796646552122
0,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.031678635052420204,0.053670212361504724,0.02431265799440039,0.030027203620478983
0,-97.5,-85.0,-97.5,0.0,0.0,0.0,0.08447916672804537,0.029495393055115796,0.06842510623220636,0.08609552952365476
0,74.0,-60.0,-92.5,1.0,0.0,0.0,0.04618606060459949,0.04718572437851999,0.09270629376709529,0.07673075167811237
0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.09216104123293324,0.05700507985280773,0.035737035442029,0.07262996863037853
0,12.0,-85.0,-87.5,0.5,0.0,0.0,0.08167691344004437,0.03725620520037908,0.0040735159781724595,0.05992313740406361
0,-85.0,-90.0,-92.5,0.0,0.0,0.0,0.0027982530618433257,0.09149826946299959,0.047239425974531006,0.06246165559420494
0,6.0,-90.0,-95.0,0.5,0.0,0.0,0.06331864560543636,0.0984723948770182,0.04503428169694539,0.06089917734572495
0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.09018520056166973,0.0503459153401235,0.08758897031915908,0.003403408921702456
0,-2.0,-60.0,-90.0,0.5,0.0,0.0,0.04071201109761899,0.09624816730319125,0.08446274886036197,0.031232816136545508
0,73.5,-65.0,-92.5,1.0,0.0,0.0,0.03415392815242785,0.03678171553406238,0.05866019084526578,0.02760542260157709
0,-85.0,-90.0,-97.5,0.0,0.0,0.0,0.05041655725828195,0.050414774929211696,0.09999026702049274,0.09785026559950727
0,-82.5,-87.5,-95.0,0.0,0.0,0.0,0.007685044896008264,0.034105631372062795,0.006352561280615333,0.06038652845194656
0,-62.5,-90.0,-95.0,0.0,0.0,0.0,0.03239206973576012,0.06209838496385181,0.09835664443778148,0.04901383566340242
0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.005565136512639924,0.04763176727746843,0.02679005903319739,0.03658112962295456
1,-95.0,-97.5,-100.0,0.0,0.0,0.0,0.061022518243344766,0.06937543232763253,0.009853878268348082,0.020802068957241317
1,-97.5,-61.99999999999979,-95.0,0.0,0.0,0.0,0.05092634558079292,0.007331110541835723,0.07863918753116762,0.014882441930931507
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.05475930487949932,0.019034003841692036,0.03457465039556582,0.010616080894395787
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.051823915631506845,0.03610969447734953,0.04013516095758072,0.08961597567672998
1,-85.0,-90.0,-97.5,0.0,0.0,0.0,0.007142658781468635,0.1,0.03914891826306073,0.055359251606513005
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.1,0.043877704334371215,0.08361361050001564,0.08961187466739845
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.009828201860033978,0.01684418305958849,0.03850674051544153,0.049554692566830864
1,15.0,-90.0,-95.0,0.5,0.0,0.0,0.012325123554091738,0.07375833812568489,0.025153056785697004,0.1
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.013961566352439154,0.047108563700672575,0.1,0.01420827227430785
1,1.0,-90.0,-95.0,0.5,0.0,0.0,0.008418393802719245,0.001,0.039449519890505706,0.025115658345724927
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.07339050847000525,0.1,0.05838979289476284,0.032586646514379675
1,-100.0,-76.09999999999985,-100.0,0.0,0.0,0.0,0.024995461389267906,0.07627203944045594,0.019607369193388874,0.038538394573395585
1,55.0,-82.5,-87.5,1.0,0.0,0.0,0.00571548797423958,0.0636252942959943,0.05167617510228149,0.0134256283818155
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.08907412157297216,0.047748614233791654,0.06023423585222525,0.09390888303533784
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.08433560575237775,0.06902034853491172,0.0888255280609577,0.06864649245652782
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.05960659856432894,0.09382177643169208,0.0331310912065136,0.030003361328457545
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.1,0.04572859628847046,0.09385921428546357,0.01026262959219752
1,-100.0,-88.19999999999993,-100.0,0.0,0.0,0.0,0.021937240369016554,0.03589563218754376,0.044394717594554045,0.004079781317554069
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.05165325478705471,0.08555798618272234,0.001,0.014218322569283938
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.1,0.03160246917091358,0.05607237712137477,0.017021335183857657
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.03316327219938434,0.03701900229427358,0.003157125645032431,0.059450693446374735
1,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.05520270374709263,0.01460819669568478,0.07933350115176836,0.029832481464683126
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.03658487071227382,0.1,0.057062682646627845,0.08109685251607275
1,-90.0,-82.5,-97.5,0.0,0.0,0.0,0.06685356645918299,0.006271997248894125,0.1,0.0440652330320677
1,-62.5,-90.0,-95.0,0.0,0.0,0.0,0.06642457187013236,0.1,0.035494085770210106,0.1
1,15.5,-90.0,-95.0,0.5,0.0,0.0,0.0018196015584754147,0.060652231193683605,0.03770625562658245,0.04857508549612629
1,-100.0,-97.5,-100.0,0.0,0.0,0.0,0.0122014388619881,0.015870756295723248,0.04802903051685841,0.04472822958926376
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.05481917434244435,0.010425265550843919,0.07844540373157648,0.019126121815129803
1,-100.0,-97.5,-100.0,0.0,0.0,0.0,0.02299519146720254,0.057281667787977046,0.06021016805582453,0.08604739250430345
1,15.5,-90.0,-95.0,0.5,0.0,0.0,0.062153644068963766,0.009645554531790307,0.0864078911652093,0.07876405630659469
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.06168859913673758,0.1,0.05723143795398003,0.08196184444506836
1,15.5,-90.0,-95.0,0.5,0.0,0.0,0.0625155044091148,0.021193126644224246,0.022002928832693256,0.004145304525332159
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.04899380819796514,0.05025653016110943,0.07657382364708612,0.08866861908395865
1,-85.0,-70.0,-95.0,0.0,0.0,0.0,0.029357557761097244,0.025946474479206106,0.06334946711443912,0.022691694972335877
1,-62.5,-90.0,-95.0,0.0,0.0,0.0,0.020527193222253524,0.04069508596425664,0.0560050499158998,0.07539289928268895
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.005574409679157562,0.025035337479280977,0.06653321289924079,0.017874940140664337
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.006380908252419436,0.06416489453560657,0.006922259812120851,0.027566456223402255
1,18.0,-70.0,-82.5,0.5,0.0,0.0,0.0030642830423350947,0.028976468711658862,0.03297910530599865,0.08947224082685852
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.07667843812246329,0.008166622006838334,0.05822614227472208,0.0470908579750435
1,-70.0,-70.0,-97.5,0.0,0.0,0.0,0.09927096318622596,0.07393981988333315,0.03518579732375647,0.09326348387658238
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.029142678907494415,0.03646900149393114,0.04372393909463365,0.09720832617295423
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.03216821345535076,0.04972297773179013,0.019435653959837654,0.03450761979892779
1,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.03436702641032464,0.07968051510725045,0.09356531445629784,0.1
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.1,0.05040846028594781,0.030183569458785895,0.03018630248458021
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.01060313593814919,0.06290988140918193,0.05186669079466861,0.001
1,39.5,-90.0,-95.0,1.0,0.0,0.0,0.08376085004764416,0.009006410947668119,0.09652745562254596,0.029954570306032893
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.03216032311817303,0.0688951891978421,0.014264746272643541,0.02645533616183658
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.017123548818623647,0.1,0.0825992258139996,0.07830093041299316
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.052836354078345846,0.0593786383817287,0.08737376753585625,0.04384091116460157
1,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.07607508984837984,0.07096163749834253,0.1,0.1
1,2.5,-90.0,-95.0,0.5,0.0,0.0,0.08565234985311661,0.013306013998854277,0.0023103280248039687,0.028182361521567327
1,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.027603186698267525,0.08864377567825239,0.09324712837251911,0.07283460636685501
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.006659676123347071,0.06570689896658605,0.018262825111175544,0.0935842100968015
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.053500113298789835,0.1,0.026761167243107193,0.02335302606703462
1,-45.0,-70.0,-95.0,0.0,0.0,0.0,0.08527378983973653,0.057482895638123685,0.002417137207335752,0.011499319629212306
1,22.0,-90.0,-62.5,0.75,0.0,0.0,0.08010802399874511,0.026574098420033967,0.01858087324766802,0.03589673487643664
1,-15.5,-80.0,-72.5,0.25,0.0,0.0,0.03277858140119354,0.07354316677083435,0.07187373811204142,0.004966593177215732
1,40.0,-67.5,-65.0,1.0,0.0,0.0,0.04976572240212458,0.09094955304665658,0.07476673338564879,0.006493397938556941
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.006739508148117415,0.04336445851400498,0.043336706463190454,0.03974785987402843
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.054353005535568356,0.09309111216337002,0.007784594096892216,0.005816474595055618
1,15.5,-90.0,-95.0,0.5,0.0,0.0,0.09530239299817174,0.005713088357746688,0.09771289504660914,0.01878492353804054
1,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.08056252373099791,0.055570171543831204,0.025781705734462333,0.0740567677435351
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.08614275153718294,0.02175442081971389,0.06309947539803623,0.09815580373260473
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.004125209403338586,0.05353430366232626,0.01086587905481785,0.03690262183075771
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.06381570496006807,0.0352958129769618,0.007706234628969588,0.07364350897948876
1,74.0,-60.0,-92.5,1.0,0.0,0.0,0.023593602877137604,0.016377764846445035,0.019229063367773535,0.008018799389246586
1,-27.5,-67.5,-82.5,0.0,0.0,0.0,0.004307249829082063,0.033133383957725526,0.07293446465645748,0.03837657677163963
1,6.0,-87.5,-95.0,0.5,0.0,0.0,0.07523049562702458,0.07073415996779078,0.08490138467678751,0.04114452984365886
1,-100.0,-88.39999999999986,-100.0,0.0,0.0,0.0,0.03880843485949691,0.03961858113828365,0.05398852531640632,0.05393166092007567
1,-27.5,-90.0,-95.0,0.25,0.0,0.0,0.04503173482158269,0.09588800256333743,0.03731061899930523,0.1
1,-85.0,-90.0,-95.0,0.0,0.0,0.0,0.03549022241020598,0.001,0.019346015315776132,0.03960462561220303
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.035095081465033824,0.031787164164345835,0.027814404753421177,0.011899867644285633
1,-47.5,-70.0,-95.0,0.0,0.0,0.0,0.041917197076218334,0.054523132969425375,0.038008607930635,0.016556829787738172
1,77.5,-85.0,-92.5,1.0,0.0,0.0,0.045515765745194406,0.01696667973184184,0.07583344609823117,0.035304446507584415
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.060533744407122565,0.043473820833458084,0.08919771150847097,0.08639996603073628
1,-100.0,-87.5,-100.0,0.0,0.0,0.0,0.06321086032164287,0.07734595825361595,0.030119058211108593,0.06562961292157862
1,-67.5,-75.0,-95.0,0.0,0.0,0.0,0.004103473156623003,0.036301655855182136,0.02925145763709519,0.026840416011602836
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.07642491866426855,0.03276648016383767,0.032751263860965545,0.026084947194627464
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.1,0.04892205632748174,0.06364725724415826,0.01682767637418727
1,18.0,-80.0,-95.0,0.75,0.0,0.0,0.046328266363172825,0.07644042078575099,0.08955934968844045,0.05437177165218389
1,-55.0,-60.0,-95.0,0.0,0.0,0.0,0.03919385478037712,0.06874069725922949,0.056814786069333746,0.02525307111267791
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.05651444056184725,0.00918405449135641,0.034391755014407124,0.07563254058425772
1,-100.0,-87.94999999999987,-100.0,0.0,0.0,0.0,0.07919663477806041,0.02874638884654403,0.02230610057932534,0.1
1,-55.0,-60.0,-95.0,0.0,0.0,0.0,0.018419447223972527,0.07074701249680199,0.02765125356529879,0.016941709339428658
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.007109807367025987,0.001,0.01490899470119508,0.03265195962321727
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.02818373955142887,0.0750487708316183,0.03729554682281419,0.01404421368106838
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.03906447745292542,0.04122829427534147,0.026702088617671295,0.04144588222422422
1,-85.0,-92.5,-50.0,0.0,0.0,0.0,0.07199828247103367,0.02607545526827476,0.08477456248156759,0.0835974162189845
1,74.0,-60.0,-92.5,1.0,0.0,0.0,0.053915874526436224,0.06402741257949861,0.0647160857485423,0.08563850003169547
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.1,0.05407399169091149,0.028666214163418434,0.0885595634472762
1,7.0,-90.0,-90.0,0.5,0.0,0.0,0.1,0.03705084203758773,0.00411873636872515,0.05227612592052999
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.003353775867951287,0.08560380805785964,0.0480669830558753,0.06839569531809749
1,6.0,-90.0,-95.0,0.5,0.0,0.0,0.06552079915198704,0.1,0.03138714636047771,0.0653448527136779
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.09496411933630863,0.054557426791272595,0.09200736775062267,0.0033636486435210363
1,-2.0,-75.0,-87.5,0.5,0.0,0.0,0.03559139659539874,0.09765251124433348,0.0913721256662327,0.03166561488372059
1,73.5,-65.0,-92.5,1.0,0.0,0.0,0.019224305186206773,0.036744544690070234,0.03448103833498682,0.02425960221058198
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.05491656395233385,0.05359135920734224,0.0992457784782974,0.1
1,-82.5,-87.5,-95.0,0.0,0.0,0.0,0.009577737569591814,0.038308837820446,0.007691270272683145,0.044145462868991764
1,-80.0,-90.0,-90.0,0.0,0.0,0.0,0.028467829120760256,0.05287530020450783,0.1,0.04959661055138863
1,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.004719634584568654,0.044852257479572624,0.023803746473097565,0.032957152603681594
2,32.0,-82.5,-80.0,1.0,0.0,0.0,0.005936248521925904,0.06079406412204242,0.055770353706883415,0.01399757167858347
2,40.0,-67.5,-65.0,1.0,0.0,0.0,0.05752436114829198,0.0996741884710362,0.07523823414235785,0.007351268055729317
2,74.0,-60.0,-92.5,1.0,0.0,0.0,0.02194462538031786,0.013659451818073,0.020329881669546385,0.008289546659841131
2,74.0,-60.0,-92.5,1.0,0.0,0.0,0.05553719808013989,0.05867855894987292,0.08393991217958668,0.08275885159634032
2,74.0,-70.0,-92.5,1.0,0.0,0.0,0.018116161943213287,0.03824631553841628,0.028648565308479527,0.024394610498671733
2,11.5,-90.0,-95.0,0.5,0.0,0.0,0.059181787804866166,0.049689808702183653,0.04142337381581796,0.04011464571016487
2,25.5,-90.0,-95.0,0.75,0.0,0.0,0.055671700855970986,0.0579443126541839,0.03701511240058048,0.005661202867606972
2,15.5,-90.0,-95.0,0.5,0.0,0.0,0.04085123115788399,0.05120689551459932,0.09780200656553806,0.016070686790787485
2,15.5,-90.0,-95.0,0.5,0.0,0.0,0.055613350045397095,0.03166613651586006,0.09140754900390163,0.059625775217774825
2,-50.0,-90.0,-90.0,0.0,0.0,0.0,0.03740287222752309,0.039016091230181744,0.015542341512818997,0.039857214248020585
2,-90.0,-21.249999999999847,-95.0,0.0,0.5,0.0,0.03163492043308781,0.020047165111894475,0.09450974785074147,0.028675256842314884
2,74.0,-60.0,-92.5,1.0,0.0,0.0,0.061119634972683995,0.020397517711011413,0.010409112919805475,0.019346968444353387
2,15.5,-90.0,-95.0,0.5,0.0,0.0,0.06787875347843113,0.008285266350151664,0.0030077071570407355,0.025353469886853594
2,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.04257607714789977,0.04633145584795043,0.05067825197550562,0.07406632142949118
