"[1, 2, 3, 6, 7]",300
-491.7999999999998,-499.94533333333334,0.6672917069934599,136.28777500000012,13.959081166666667,13.61485926836954
-166.0,-479.18666666666667,63.18864736292078,111.18752500000001,17.695089833333338,24.105473977936025
-166.0,-433.29333333333335,102.10351261777868,111.18752500000001,32.81867333333334,39.828633582356375
-74.19999999999976,-378.46400000000006,118.94061559170329,210.15027500000002,51.28315416666666,50.04819139346958
-96.0,-364.572,123.67453422592705,204.76010000000002,58.68526433333335,49.214047943621864
-156.0,-369.0933333333333,122.46830047903099,121.78275000000001,57.437158166666656,48.20068606985499
-94.0,-330.1066666666667,109.0640879890759,113.88340000000001,68.4670665,47.28707302194049
-166.0,-326.93466666666666,103.48168919293028,205.808875,76.71444916666667,46.03978625304797
-136.0,-329.0933333333333,112.529127883505,110.43260000000001,70.42636933333333,46.99542997210786
-166.0,-319.24,95.81695604989059,112.5549,74.65444049999999,45.43997600879554
-98.0,-294.3066666666667,79.5389168199372,172.30437500000002,88.5452325,39.04763301624267
-124.0,-322.61333333333334,97.99617588910748,110.45535,81.7491545,42.193060025855964
-98.0,-300.64,70.99720933482762,174.27715,89.22338816666668,38.47080124146057
-146.0,-303.26666666666665,63.1376978428014,112.95395,91.299182,35.24214127262608
-126.0,-326.58666666666664,97.81657573688055,153.35845,79.47310366666667,43.38958352536331
-92.0,-344.4,108.24564656373023,154.49525,66.29538983333333,47.71892045054623
-83.79999999999967,-321.29200000000003,103.88891664978833,208.91587500000003,75.08089149999999,48.54992350286274
-126.0,-323.17333333333335,96.9558708325024,216.9998,76.0905835,50.21584767962201
-86.0,-331.00266666666664,110.94366615339317,217.32007500000003,72.80592283333333,52.1517853328539
-89.99999999999977,-355.988,117.6893769887495,211.52232500000002,59.27303533333332,51.972883089078145
-106.0,-351.5973333333333,113.82015752737104,205.96895,60.565978333333334,50.03050895865972
-86.0,-340.30266666666665,106.369150256182,113.942525,64.96948883333334,47.54687146011121
-146.0,-318.512,89.26491951489119,205.43217500000003,79.78293183333332,44.93760496313064
-129.79999999999978,-328.0386666666667,93.67586013245652,205.40797500000002,77.56259033333333,45.71050082189102
-166.0,-311.68399999999997,84.71822242390752,205.43217500000003,84.48403283333333,41.9693529341328
-164.0,-335.63466666666665,94.33717611960951,206.5299,73.99404983333334,46.88148518302744
-126.0,-317.68,88.72972594720818,119.63525,77.87635233333334,43.896524422294
-68.0,-325.8,92.8869563860646,220.767625,74.41945333333334,47.064590275860326
-126.0,-323.39466666666664,98.622163693338,205.94372500000003,75.63235683333332,46.87440914772579
-126.0,-324.48,101.536105893421,205.94372500000003,76.98214999999999,47.56628550496454
-158.79999999999978,-339.628,104.39114401774384,205.4993,68.1293775,50.19363747923433
-156.0,-324.1706666666667,98.84634105294721,205.92770000000002,77.63232616666667,48.73656802441249
-156.0,-330.95733333333334,104.14398388555892,205.8958,73.83478366666665,50.686576360521485
-64.0,-338.96799999999996,105.3142195653876,211.87250000000003,64.46965783333333,55.76641039721911
-64.0,-346.392,109.29070440496454,211.863625,64.607941,55.07717688900642
-60.0,-348.5213333333333,114.90351406675467,212.14282500000002,59.249526499999995,54.927677848797174
-116.0,-395.12399999999997,113.25835873788743,206.9449,47.971920833333336,50.34652444230464
-156.0,-372.54533333333336,112.31718395488535,207.00057500000003,57.51226616666667,52.999042672224135
-136.0,-333.8586666666667,107.13172837627931,207.00057500000003,70.32298316666667,50.52503424413119
-118.59999999999974,-312.35200000000003,90.90987971245664,207.38005,83.31909566666667,50.70871261997701
-102.0,-332.23466666666667,96.62920675562965,207.05537500000003,70.62279733333334,49.47108324427995
-122.99999999999977,-328.3186666666667,97.64837625321218,207.05537500000003,77.47922800000002,47.97723947982009
-130.0,-326.25866666666667,89.73012142840082,207.05537500000003,77.10833133333334,47.3230633077518
-112.0,-307.5253333333334,75.32247312868998,207.08372500000002,87.23058883333333,40.54720444134965
-138.0,-305.2813333333333,72.65881583278264,208.0555,92.18047233333333,37.778053488444975
-146.0,-319.6813333333333,90.52499646445114,208.141125,82.3336035,46.16781879185318
-126.0,-308.5733333333333,79.29301832794333,208.012075,87.04106200000001,41.74585271327019
-126.0,-302.34933333333333,75.93011940520633,207.040975,87.12680983333333,40.372184492399064
-106.0,-304.78933333333333,75.33386590962188,207.040975,88.82449016666666,39.27784778795537
-92.0,-296.25600000000003,60.177555594534866,207.09220000000002,94.00677183333333,34.737273266350286
-166.0,-317.9026666666667,79.11615338363097,122.28182500000001,83.56496383333334,41.1062924298695
-166.0,-295.85333333333335,56.01147342782151,121.22787500000003,94.70140216666667,31.821731817736595
-154.0,-305.38666666666666,67.77214635985953,112.23365000000001,87.88125983333335,37.67739837901518
-156.0,-297.64,55.03020746220509,112.40605000000001,95.74291966666667,30.439498005528193
-166.0,-323.6,79.81211269809448,118.851375,80.54443633333334,42.86411209678369
-156.0,-300.93333333333334,59.90421984764976,113.821425,87.87796499999999,38.19977816969437
