"[1, 4, 6, 7]",300
-300.6,-398.78149999999994,7.492807067448116,133.06647500000003,22.654589250000008,25.32115395144297
-220.0,-388.00399999999996,34.20054946927022,191.22575000000012,25.53431681250001,26.079417781418602
-240.0,-391.4939999999999,28.77078316626087,194.09685000000025,31.57455443750001,27.87237700548489
-220.0,-393.47049999999996,26.436711780212,194.09685000000025,40.01855918750002,29.354396924777983
-240.0,-392.51349999999996,25.285146188029053,192.03175000000016,37.17881456250001,30.208646257409068
-240.0,-391.91799999999995,26.034263500241373,193.28915000000015,34.920774250000015,33.13186830067009
-230.0,-393.18199999999996,24.84958100250385,215.79287500000015,37.63833537500002,34.49750700318938
-200.0,-391.72299999999996,28.715669433255428,194.45275000000015,38.37762350000002,33.8285364679878
-234.0,-391.98199999999997,26.142407616744105,206.09625000000023,36.56398081250001,33.551300835273615
-240.0,-392.71549999999996,24.75522489798871,192.12575000000012,36.43521056250002,31.520612289623887
-260.0,-394.44050000000004,20.712393868165027,196.81475000000015,37.725720687500015,30.910896364556304
-210.79999999999973,-391.366,28.016767193950137,198.89685000000026,39.952999312500026,34.31100754948603
-220.0,-391.72049999999996,27.848906257697088,192.03175000000016,37.25802125000001,31.8033686613313
-200.0,-391.54049999999995,28.391783314015342,192.03175000000016,36.541705000000015,30.45269165489293
-240.0,-393.193,22.933197574695075,191.99975000000015,38.37109931250002,29.836121573132196
-250.0,-390.5234999999999,27.63935686209069,177.39732500000017,37.50402131250003,29.17707704807987
-240.0,-392.577,25.743023734596523,182.76107500000015,36.02934281250002,31.50074292561404
-220.0,-390.93899999999996,29.279912551098914,204.83407500000015,32.634641500000015,30.655573305154544
-230.0,-391.26849999999996,29.17236033902639,170.38412500000018,33.601626937500015,29.036017631348322
-260.0,-392.87649999999996,24.214319064347027,194.69975000000017,34.72692737500002,28.85600426943285
-260.0,-393.88549999999987,21.374147696457975,149.5491,39.95780275000003,28.712917128938678
-190.0,-394.43,22.084739074754765,188.69975000000014,42.73802143750003,30.656657425401185
-240.0,-393.1764999999999,24.105757564324755,188.04665000000003,40.90747675000002,29.861936060620476
-146.79999999999967,-390.58299999999986,30.15265014886752,340.9262750000003,38.08500687500002,36.38329743577661
-248.79999999999978,-392.3159999999999,25.296152750961955,192.59685000000025,33.87408575000002,29.88207731870568
-190.0,-388.3209999999999,33.36004135189283,224.7037250000003,36.34534393750002,30.57363075308296
-210.0,-389.71799999999996,30.455867677674195,208.20372500000025,34.57997587500002,30.60691454560545
-170.0,-389.44449999999995,31.089759081568964,220.5037250000003,38.36415700000002,32.95060491814897
-210.0,-387.4384999999999,34.13242472708318,190.6073500000001,36.889746625000015,34.30769852054205
-240.0,-389.171,30.942933910668525,229.7826500000003,34.05283493750001,33.51112915342293
-210.0,-387.34,34.83357001514487,200.69685000000027,31.077803062500017,32.081675991584355
-220.0,-389.349,30.096634346717245,197.09685000000025,34.643658562500015,34.79454790471578
-230.0,-387.8545,33.616313446747846,201.2968500000003,34.96398756250002,35.085433543987115
-240.0,-388.29849999999993,30.092367765764124,201.75187500000015,40.45863168750003,38.14415440480248
-157.79999999999967,-388.05949999999996,34.73490693452337,191.86415000000014,36.91466487500002,36.736409229208355
-240.0,-390.286,28.039194068303754,197.57902500000012,38.29967062500002,37.05910733714064
-240.0,-386.185,35.235087271071144,218.4876500000003,39.56957068750002,36.361991931502686
-230.0,-389.0479999999999,30.534745716969706,220.08052500000028,37.993241187500026,38.535384389322076
-190.0,-388.75800000000004,32.40221344291158,212.85187500000018,30.541126000000016,32.74587003215182
-260.0,-388.231,30.40655914436883,192.33175000000014,32.86405843750001,35.6982739063383
-202.59999999999968,-390.345,29.181517695281045,224.87747500000017,36.98533743750002,38.10746004412345
-224.3999999999997,-390.7795,26.88311514222265,258.6933250000002,39.34100331250002,43.59737073977584
-210.0,-388.87149999999997,30.45470058545971,192.01655000000014,39.459574125000024,38.246389151800386
-240.0,-389.05899999999997,30.857266875081468,191.71655000000015,35.967821062500015,35.074727545977645
-240.0,-390.4549999999999,26.845501950978672,200.13707500000015,42.09026962500002,38.75292859107056
-190.0,-386.62899999999996,34.718645696512986,208.70585000000028,43.926863500000024,42.35471401354265
-232.79999999999978,-390.5634999999999,27.411566313328404,192.33175000000014,41.14945800000003,40.633562848649525
-240.0,-392.1925,24.711969645295373,192.59975000000014,40.97546462500002,39.020502633222684
-240.0,-390.45399999999995,25.817956619376375,216.6312500000003,42.29641068750003,42.78016925939696
-230.0,-388.26499999999993,32.303971505064204,194.9327500000001,38.52471150000002,37.93919280975897
-240.0,-392.2344999999999,24.38510836043178,210.59462500000024,43.947997500000035,34.82907986205074
-240.0,-392.8019999999999,22.83828793933556,193.14852500000018,47.36606100000004,36.90255773954302
-210.0,-390.18999999999994,27.37385431392518,197.52102500000015,41.90691643750002,37.892001480179275
-188.59999999999977,-389.88699999999994,29.46898761410036,194.4835000000001,38.71170012500002,38.94142043760356
-160.0,-391.64899999999994,27.55685030985944,222.8474500000001,43.411964125000026,39.78425590147117
-240.0,-393.8794999999999,20.582662115236708,203.63275000000016,45.01497781250003,39.07872029214576
-210.0,-390.4545,28.36864694958151,242.03210000000013,40.43945962500002,39.119348136721655
-190.0,-387.7724999999999,32.15514801318757,249.47210000000015,37.712889625000024,41.074115338850284
-230.0,-387.347,32.315346060347245,211.91962500000025,32.94882031250002,36.55137540980521
