generation,gain_enemy_5,kill_enemy_5,sigma_0,sigma_1,sigma_2,sigma_3
4,56.35000000000032,1.0,0.18416198663357186,0.18202526316622578,0.18371341709866668,0.16064781450116788
4,55.60000000000032,1.0,0.07029946426777804,0.3,0.14234197523630898,0.18525681747268985
5,56.050000000000324,1.0,0.18444739522397896,0.14366806989348208,0.1581445148762877,0.06075865227968033
5,56.650000000000325,1.0,0.17657699544486688,0.24390033841926773,0.1744206202834035,0.21494657181110738
5,54.85000000000032,1.0,0.17430570370882453,0.18198008382207184,0.15723184673802215,0.15489725037430602
5,56.800000000000324,1.0,0.07650665060010922,0.29733492431571157,0.1251060717571535,0.17263363370164095
5,57.400000000000325,1.0,0.11829091380428251,0.27707198820581164,0.14581480985245,0.11753546542448354
6,56.95000000000032,1.0,0.18646371957732857,0.15302109152789478,0.16356845702638229,0.0569880530499792
6,56.050000000000324,1.0,0.17412172348862262,0.3,0.16994615895299717,0.2827244352087254
6,56.95000000000032,1.0,0.2277582562391528,0.16792837600848387,0.14087780746880077,0.3
6,57.25000000000032,1.0,0.0676754334647044,0.3,0.1351121105735479,0.13211430305198085
6,56.95000000000033,1.0,0.10969608771871958,0.3,0.15251555023998983,0.132367667067616
7,55.75000000000033,1.0,0.18882140318871027,0.18644443095212881,0.15898516243798808,0.06030685292753612
7,56.050000000000324,1.0,0.16065811257688106,0.3,0.24265397337864678,0.23580383788534176
7,55.75000000000032,1.0,0.2548528459982262,0.1806141455068473,0.1208133432696601,0.3
7,58.300000000000324,1.0,0.07697949376135091,0.3,0.1628137973578735,0.13466185991235274
7,54.55000000000032,1.0,0.11057197247825899,0.22430198159602013,0.10940282232177587,0.15175769393571964
8,55.30000000000032,1.0,0.2449962717421728,0.27110759095002723,0.17572170037349982,0.054464511226505606
8,56.20000000000032,1.0,0.17587791449518655,0.3,0.22588403594145168,0.17975797817476974
8,55.15000000000032,1.0,0.21290534482225018,0.18895146536765753,0.10336963132575436,0.2307291625706854
8,57.40000000000032,1.0,0.0794935847429614,0.3,0.17427180853863153,0.07940190184257356
8,58.45000000000033,1.0,0.1045284402944383,0.1711724140582751,0.1312862248154065,0.13913782531930097
9,54.40000000000032,1.0,0.19737342274376143,0.2657484762146265,0.17160030245490032,0.062186790779225586
9,57.70000000000033,1.0,0.24159725144978722,0.3,0.29339732591115636,0.17683518577429314
9,54.10000000000032,1.0,0.21923178642911464,0.18321289033580027,0.09862397083061074,0.2817030980380879
9,58.15000000000033,1.0,0.0900124474526557,0.2530663430426294,0.16571319694959682,0.0970945835208526
9,56.800000000000324,1.0,0.09524769450268075,0.12901814795712385,0.16178247436870521,0.16687630160530664
10,56.800000000000324,1.0,0.20949208042580034,0.27140439443525893,0.17970313212811154,0.05935294550916099
10,56.50000000000033,1.0,0.25278403803064803,0.23508233385165433,0.27535920808146264,0.13328275126609612
10,82.30000000000017,1.0,0.2819408744546471,0.21151768818626954,0.0903780015540918,0.2929235725117109
10,58.600000000000335,1.0,0.08029566003711894,0.20180882028082175,0.17672757132136385,0.11871360858146511
10,57.550000000000324,1.0,0.09083030399089918,0.1371925773435873,0.17971196138243375,0.1530083886683038
11,57.550000000000324,1.0,0.2124902462666375,0.2452867866857678,0.14746704667863486,0.059212969989605624
11,57.550000000000324,1.0,0.20364855702117624,0.23261033721156588,0.3,0.14214908268918047
11,91.00000000000009,1.0,0.3,0.20995322153528395,0.08883825854533119,0.3
11,56.50000000000033,1.0,0.07618986023330013,0.17906165920179426,0.22752438911018213,0.12915913615859206
11,57.25000000000033,1.0,0.1148696069384932,0.09927494630736351,0.2086738391335905,0.12268180922025819
12,56.950000000000315,1.0,0.18696314333552586,0.3,0.14982140003620906,0.07072795099828182
12,54.850000000000314,1.0,0.22093542748343936,0.3,0.3,0.18470471021616588
12,56.20000000000032,1.0,0.29224446766279233,0.20859824867676385,0.08316566971390887,0.3
12,57.85000000000032,1.0,0.08790491060510822,0.14829908849052273,0.16941251536808177,0.11953265534395317
12,55.30000000000032,1.0,0.08705407552878727,0.11372356868335273,0.20874474563804057,0.0903555254249094
13,57.400000000000325,1.0,0.22934676772324325,0.26804904944207336,0.1632288154248748,0.06747000381035208
13,57.85000000000033,1.0,0.24264313541166777,0.23568674813576318,0.2766950565291593,0.13975744007642626
13,58.15000000000029,1.0,0.3,0.20407788360168685,0.07182065488141866,0.3
13,58.900000000000325,1.0,0.0946160131439002,0.15120222971359062,0.18501432245864416,0.12298818814778013
13,55.450000000000315,1.0,0.09973633397534323,0.12301579982781706,0.18832191722117975,0.12292358240606133
14,54.25000000000032,1.0,0.2079641125496508,0.2145998214875527,0.12657231217872952,0.07668196823999815
14,54.550000000000324,1.0,0.2431129004653723,0.2634052772209308,0.2747878560970825,0.13290988469422635
14,83.20000000000016,1.0,0.3,0.22432072267695632,0.10181534745645195,0.3
14,56.20000000000032,1.0,0.11572122035569017,0.1530843439819646,0.14372768681563516,0.10270770693588778
14,54.55000000000032,1.0,0.10952753991562596,0.11491375583562376,0.2050845531295161,0.14486351572340764
15,56.50000000000033,1.0,0.17087930020110872,0.2819225927822613,0.1112974274759634,0.08799368127131117
15,57.400000000000325,1.0,0.25098942034159794,0.25173130040559377,0.24251708935856242,0.13880954656253006
15,61.75000000000031,1.0,0.3,0.22175540543499267,0.0867670831494478,0.3
15,55.15000000000032,1.0,0.11538409286094982,0.20132885199068612,0.1297904099447893,0.10985070266023786
15,55.75000000000032,1.0,0.08727122918007509,0.1035199596122526,0.13996052604552617,0.10483209361831725
16,56.50000000000032,1.0,0.18114029242388002,0.1927053299101349,0.12135690243624843,0.08263146788549665
16,56.050000000000324,1.0,0.3,0.2566801855577552,0.2580915567467072,0.11781303155492281
16,55.60000000000032,1.0,0.25015828925244354,0.26574516562163747,0.05676072073170695,0.3
16,55.300000000000324,1.0,0.11098066722187813,0.2645145840338764,0.09120661433550897,0.10775784306959464
16,55.90000000000032,1.0,0.06601598079203289,0.08798639444545904,0.14755624323711514,0.12455898233405689
17,54.40000000000032,1.0,0.21288080806585014,0.22817189730612242,0.1051456775094618,0.10341255586810728
17,49.30000000000031,1.0,0.2719631541322425,0.26451801433106104,0.2814487436449133,0.1512286661939506
17,68.0500000000003,1.0,0.17785421998487055,0.28317702557767305,0.07065330407465588,0.3
17,57.25000000000033,1.0,0.1533325088818492,0.21962601460385667,0.0926275214708727,0.10701594823823327
17,57.400000000000325,1.0,0.06617853500640647,0.08130478772640097,0.13216884430300385,0.15928288890252207
18,56.050000000000324,1.0,0.24658547702084618,0.21456919191208468,0.08925848625962579,0.11625813777288063
18,-35.0,0.0,0.27318401149492727,0.3,0.3,0.16171296464803128
18,79.3000000000002,1.0,0.16841122346776488,0.3,0.058554347593355545,0.23959830679994842
18,56.650000000000325,1.0,0.12204441834926802,0.20256565669760537,0.11999291192138484,0.12146766999434658
18,56.20000000000032,1.0,0.07733658060008168,0.07973151578229155,0.12868032305723556,0.1217773037859493
19,56.050000000000324,1.0,0.2456403704570196,0.21047638477817196,0.10992855427615235,0.1533215882370838
19,70.60000000000026,1.0,0.13449898899822002,0.3,0.06671193723487129,0.18514869779453652
19,56.50000000000032,1.0,0.1297519830150706,0.20840874693226594,0.16838210520340816,0.12694156184185665
19,56.800000000000324,1.0,0.08313872736045767,0.06854319814882617,0.1432116282859044,0.11166152952127398
19,58.30000000000033,1.0,0.11645770655468896,0.15069660171821805,0.07125738893599282,0.1145070214994345
