generation,gain_enemy_5,kill_enemy_5,sigma_0,sigma_1,sigma_2,sigma_3
0,-45.79999999999971,0.0,0.06330057901566268,0.21610689433348945,0.10687627640714786,0.2611120880313411
0,-100.0,0.0,0.22795288395084076,0.1598621402718995,0.2678528659963165,0.2295426494609321
0,-65.99999999999973,0.0,0.17574449015817992,0.24895420506918653,0.19028809159578097,0.26780700454298795
0,60.250000000000334,1.0,0.03099977060520349,0.16744949634969605,0.07499532725078234,0.1408109540322962
0,-100.0,0.0,0.2937356571188859,0.08637699962188335,0.14346346925490452,0.16970935513760707
1,-53.3999999999997,0.0,0.0615578224646336,0.29933706143062067,0.18144988676142407,0.24420026093534425
1,55.00000000000031,1.0,0.25013571038337273,0.16203585611571847,0.23052432268190198,0.20441381450211657
1,-38.699999999999676,0.0,0.1947450434990954,0.2771361129815246,0.21887003228933383,0.3
1,57.85000000000032,1.0,0.03484592048451,0.20689255906017287,0.06493273424183733,0.14027155442905517
1,-42.449999999999676,0.0,0.3,0.11289948186573734,0.14319700496893464,0.17058084295608672
2,56.20000000000033,1.0,0.22899672271022384,0.22484952661696594,0.2642819035314229,0.15303438560293556
2,55.45000000000033,1.0,0.03427770784689238,0.3,0.0655830622368561,0.14175128624808425
2,-73.94999999999975,0.0,0.23543829428101165,0.3,0.22093677588388863,0.2804388410626581
2,-58.19999999999971,0.0,0.3,0.14053454164325807,0.13527026875395087,0.19610481244423264
2,55.450000000000315,1.0,0.16617425599207014,0.22729381537846016,0.12886416602733441,0.19974910104950722
3,54.25000000000031,1.0,0.17728273292644983,0.17972639500491433,0.2299053933074701,0.10430908583182794
3,57.25000000000033,1.0,0.021883407927784305,0.3,0.05776282590147724,0.15030681597773826
3,54.40000000000031,1.0,0.15932868763051677,0.24429399620574194,0.1749265756481174,0.21882657404468023
3,-90.0,0.0,0.3,0.10218584120861611,0.1293744278416795,0.21232707361762446
3,55.90000000000032,1.0,0.14358417964530282,0.1701948371149862,0.17716577557505425,0.1370566592303001
4,55.90000000000032,1.0,0.1787226687581619,0.17063263732094464,0.17079695501422165,0.09023472134061326
4,-62.5,0.0,0.022318648289418517,0.2661288774607377,0.03665053913292163,0.14324644245979726
4,57.10000000000032,1.0,0.1432448885468236,0.21468632919257327,0.13585423291304033,0.1885423209686341
