generation,gain_enemy_2,gain_enemy_6,kill_enemy_2,kill_enemy_6,sigma_0,sigma_1,sigma_2,sigma_3
0,-75.0,-97.5,0.0,0.0,0.2537848987741597,0.07355107806597472,0.1896523962599546,0.07511392428230407
0,-100.0,-100.0,0.0,0.0,0.029790125889843064,0.273013793256702,0.0833260035183913,0.015167245048349686
0,15.5,-100.0,0.5,0.0,0.24774545464140757,0.17452425312003245,0.11215722896587774,0.2850763900937453
0,-100.0,-100.0,0.0,0.0,0.2421026026538893,0.14379943075835816,0.0928632811778376,0.017593817800750033
0,-100.0,-100.0,0.0,0.0,0.14130916229963017,0.1401975059820318,0.028120348896723612,0.2990659127893272
0,-100.0,-100.0,0.0,0.0,0.11150853752065144,0.12460667285185237,0.24313335163345087,0.03896193441823537
0,62.0,-75.0,1.0,0.0,0.1735557468264062,0.017733361799996825,0.12412493924330997,0.19593583980134735
0,-25.0,-80.0,0.0,0.0,0.1487056806238283,0.16489675053418693,0.1937283998892574,0.1091901850815339
0,-97.5,-100.0,0.0,0.0,0.18226091625864702,0.23308652708723937,0.16320832570672836,0.28718114381739485
0,-100.0,-100.0,0.0,0.0,0.2495366144426868,0.04342572731224731,0.08382294805570821,0.21408459815655292
0,30.0,-87.5,0.75,0.0,0.22188616352224066,0.02948677516244755,0.021012720807470575,0.22740323294268278
0,74.0,-92.5,1.0,0.0,0.16988623635327058,0.2138223830253696,0.10743318967720468,0.041432050732206745
0,6.0,-95.0,0.5,0.0,0.006928803448445963,0.22181756186826376,0.033022824167366724,0.2206533796688585
0,-100.0,-100.0,0.0,0.0,0.055660945900182376,0.24823731766511192,0.24073395373885384,0.04754626405724966
0,-100.0,-100.0,0.0,0.0,0.26098836749714777,0.2790341964994389,0.17902339782408355,0.2475435824198148
0,13.0,-95.0,0.5,0.0,0.14616975296496001,0.2596336789017549,0.09488767581403246,0.11796420685899016
0,-100.0,-100.0,0.0,0.0,0.056905125688681356,0.22367328218065524,0.13442634408085635,0.04265740814102209
0,-60.0,-95.0,0.0,0.0,0.07797522131772248,0.22222818194191984,0.24640677495591587,0.12513543428806367
0,-100.0,-100.0,0.0,0.0,0.26570453377785047,0.2996855085871439,0.18064643013132667,0.2598437013895123
0,24.5,-67.5,0.75,0.0,0.26547676600993536,0.14753469507313585,0.1393565074111165,0.054694247695302796
0,-100.0,-100.0,0.0,0.0,0.06960853789603835,0.21100593715894442,0.07071002542095874,0.17155665782911977
0,-100.0,-100.0,0.0,0.0,0.254418956400515,0.10002369206419867,0.21904825882039458,0.15641281144444244
0,-100.0,-100.0,0.0,0.0,0.13798729002042612,0.273554692925378,0.10289525761121934,0.25622302769489347
0,-100.0,-100.0,0.0,0.0,0.0449015375595477,0.15213780262648266,0.025167613014332534,0.02696224237187218
0,-100.0,-100.0,0.0,0.0,0.06588532490433624,0.21675737479091975,0.07414616119626263,0.14156337305988043
0,25.0,-87.5,0.75,0.0,0.2986625943521114,0.14413649166696896,0.18802726753680593,0.09840456091367208
0,-100.0,-100.0,0.0,0.0,0.1953140807965377,0.09912716519721909,0.11755540431673739,0.03076356269008086
0,-70.0,-70.0,0.0,0.0,0.1867337505434759,0.2543013833400851,0.07906658676190002,0.2551698032450575
0,-100.0,-100.0,0.0,0.0,0.18006977396797486,0.13651259231320764,0.22906875315104064,0.014834243010336444
0,-100.0,-100.0,0.0,0.0,0.07863823879745349,0.13497137434950837,0.19741392450712267,0.07048329839530172
0,-100.0,-100.0,0.0,0.0,0.060691803138694496,0.042426282484415885,0.08282253644311598,0.16694606397106118
0,-57.5,-52.5,0.0,0.0,0.09703301730243943,0.1809167745867686,0.09013841686226921,0.11126951580356086
0,6.0,-95.0,0.5,0.0,0.266349660061779,0.1549790743336129,0.018039177269232064,0.27338327105304727
0,-100.0,-100.0,0.0,0.0,0.14042299104961664,0.1633143447144118,0.04305541373347906,0.19351219884969542
0,20.5,-95.0,0.5,0.0,0.10989368795646416,0.12305424139077056,0.05602886060019545,0.0032619400087858905
0,-100.0,-100.0,0.0,0.0,0.10200189300235099,0.26843871472317676,0.16663509590962883,0.08452157936773765
0,-100.0,-100.0,0.0,0.0,0.16805960122238958,0.09527446167709054,0.1032759747935519,0.25964708908579937
0,-100.0,-100.0,0.0,0.0,0.03055903308408926,0.10170572644880789,0.20361982501598033,0.23277037508208356
0,-100.0,-100.0,0.0,0.0,0.00905757721970365,0.2699023789395551,0.13849569153882987,0.2681928710873472
0,-100.0,-95.0,0.0,0.0,0.13593379255093482,0.072377044635205,0.22097136041922535,0.17939406904261193
0,-70.0,-95.0,0.0,0.0,0.1838172736836745,0.1966339342470095,0.1266539581989161,0.28695271073805034
0,-80.0,-92.5,0.0,0.0,0.23956265476008998,0.20710708717044848,0.2921304654030044,0.0918231916539697
0,-85.0,-80.0,0.0,0.0,0.20153692031280368,0.17626489380972402,0.04056060538974186,0.03770194532697515
0,-62.5,-100.0,0.0,0.0,0.1941584561078625,0.12277305119653209,0.16047629173595607,0.1777111075574994
0,-100.0,-100.0,0.0,0.0,0.02186693543381051,0.09302957650524304,0.150293596904803,0.055885531445147164
0,-47.5,-95.0,0.0,0.0,0.2442057128638153,0.050205065054156894,0.15723060104035325,0.19500899902159358
0,-85.0,-95.0,0.0,0.0,0.057844044532418704,0.20000254709196214,0.11682641328252097,0.027852362541919463
0,-100.0,-100.0,0.0,0.0,0.034517831359610195,0.04583923693380691,0.04777030147660981,0.017518949769676828
0,-100.0,-100.0,0.0,0.0,0.12347247064973088,0.08868927901519987,0.06476013306553019,0.12282524561240538
0,-100.0,-100.0,0.0,0.0,0.29230115176371546,0.1431373422702081,0.025897680700870562,0.03210633570152125
0,-100.0,-100.0,0.0,0.0,0.15720429795665206,0.04875523622832982,0.24722302847118444,0.1291716633287526
0,-100.0,-100.0,0.0,0.0,0.28533169630191,0.03338800392937673,0.24745124421586356,0.16207809957374805
0,-82.5,-95.0,0.0,0.0,0.2212735040687275,0.068076336123079,0.17757796994413255,0.0750374976708955
0,33.0,-95.0,0.75,0.0,0.2759068115427905,0.027822930657312162,0.08392408294736005,0.023921795801823475
0,-100.0,-100.0,0.0,0.0,0.13310030350064592,0.2061711774239434,0.07877106547420092,0.12427264547113602
0,18.5,-70.0,0.75,0.0,0.023704357932714946,0.27687207350585874,0.23478348016058925,0.15544605345068044
0,-100.0,-100.0,0.0,0.0,0.2748852802452927,0.15321173618603692,0.0033618519419887916,0.12590996698095885
0,-100.0,-100.0,0.0,0.0,0.1931927426345366,0.032161762953286106,0.14219037313178692,0.256601465527082
0,53.0,-55.0,0.75,0.0,0.07917124394789686,0.05803540923906757,0.13581546388635926,0.2159312770038503
0,-100.0,-100.0,0.0,0.0,0.2849852964306551,0.15812788826449334,0.26611575407456883,0.06963558688546652
0,-100.0,-100.0,0.0,0.0,0.01106215266682844,0.16724621629826206,0.17623918450654796,0.24063388836913838
0,-100.0,-100.0,0.0,0.0,0.21225463427794336,0.23545807785627004,0.2112820125576417,0.10234948210365415
0,-100.0,-100.0,0.0,0.0,0.05023611099442475,0.12504462923843424,0.10338695464774317,0.11003094705349913
0,-100.0,-100.0,0.0,0.0,0.040798550808320344,0.16096350910587376,0.16030095072064451,0.25664002516059076
0,18.5,-95.0,0.5,0.0,0.2805666201452965,0.18934653009929206,0.0659075762971248,0.20957579735447865
0,-67.5,-87.5,0.0,0.0,0.11311961112502347,0.033908101381323254,0.07608050330783872,0.2545946345210078
0,1.5,-60.0,0.25,0.0,0.24975337399578998,0.20812713691598672,0.2887175747134908,0.21486604147104602
0,15.5,-95.0,0.5,0.0,0.24828306379165407,0.10233940478279226,0.04375062939763722,0.13068963618379303
0,-100.0,-100.0,0.0,0.0,0.19499493428608497,0.2145541194378531,0.08337374982692608,0.08430491357221957
0,-100.0,-100.0,0.0,0.0,0.2087559254814467,0.11311257794353757,0.19986783442832137,0.1624310561587208
0,-100.0,-100.0,0.0,0.0,0.2731424766243979,0.0944594774483553,0.16833885505490348,0.2623902878891481
0,-47.5,-95.0,0.0,0.0,0.0499512204029754,0.01394017176708382,0.0769809859810573,0.2723403174099903
0,-100.0,-100.0,0.0,0.0,0.06125508772656889,0.07850830342142964,0.21075502677478206,0.09255845685757115
0,-37.5,-70.0,0.0,0.0,0.2510699512506374,0.1853406604947073,0.11751075274124761,0.23720897749266218
0,54.5,-92.5,0.75,0.0,0.10987708795169203,0.04347145167309807,0.23099584854305868,0.27297682920116556
0,-65.0,-50.0,0.0,0.0,0.011511591105301077,0.10617222418042137,0.29939892205734703,0.2484509312967392
