generation,gain_enemy_2,gain_enemy_6,kill_enemy_2,kill_enemy_6,sigma_0,sigma_1,sigma_2,sigma_3
1,-97.5,-97.5,0.0,0.0,0.04281288345148797,0.09090355851841116,0.2914034778112571,0.1606104201373932
1,-70.0,-95.0,0.0,0.0,0.0815987455003874,0.23338183006927737,0.3,0.21557809727276062
1,-100.0,-100.0,0.0,0.0,0.11975444354237451,0.3,0.2159370143630549,0.19068761577228305
1,-100.0,-100.0,0.0,0.0,0.20853636441407797,0.17748557494327702,0.05710171188515477,0.16176973304091066
1,-100.0,-100.0,0.0,0.0,0.3,0.013187513105575708,0.008718635573784711,0.10457978115227462
1,-100.0,-100.0,0.0,0.0,0.1733859558526067,0.3,0.02042378111158334,0.04303351656454259
1,15.5,-70.0,0.75,0.0,0.0328653898777208,0.058997874516499564,0.2273740718369389,0.07692669577789132
1,-45.0,-95.0,0.0,0.0,0.004617418837628171,0.2384826850685857,0.15717944999577108,0.25444000746787593
1,-100.0,-100.0,0.0,0.0,0.19610584874890125,0.2083830855239514,0.14033627446544392,0.3
2,74.0,-92.5,1.0,0.0,0.3,0.14663069653648458,0.08636613784590573,0.08899639543473273
2,69.0,-52.5,1.0,0.0,0.10056894719021199,0.15071956945919873,0.060659166006346944,0.17575754966319293
2,19.5,-87.5,0.75,0.0,0.3,0.053714603340595836,0.03904447161702117,0.3
2,74.0,-92.5,1.0,0.0,0.12570998778341091,0.2217417382582369,0.053807176839616576,0.09514331202881181
2,74.0,-92.5,1.0,0.0,0.27646354708691695,0.09482715239628724,0.22930675955247615,0.3
2,15.0,-55.0,0.75,0.0,0.029489644281417628,0.061735427037553414,0.22916591381078677,0.06938925378306689
2,11.5,-95.0,0.5,0.0,0.04511916313618744,0.11565812765239468,0.17153262846188252,0.10219107721883716
2,19.5,-87.5,0.5,0.0,0.028170488821069234,0.10333837157918033,0.15310274438165547,0.22043941779755477
2,74.0,-92.5,1.0,0.0,0.19303457902899426,0.12639541992059136,0.08329827572124095,0.17108494598161852
2,74.0,-92.5,1.0,0.0,0.19369352251676367,0.06199761684414099,0.1649082084588839,0.25878403906575836
2,74.0,-92.5,1.0,0.0,0.24248638908740516,0.15188984079683598,0.0956877979643747,0.06356530317201069
2,8.5,-62.5,0.75,0.0,0.13283237196872832,0.1841474897916869,0.0660251637196783,0.1924860846168847
2,3.0,-95.0,0.5,0.0,0.18360622227908832,0.20723459719589524,0.22588678475786575,0.028804061513109408
2,6.0,-95.0,0.5,0.0,0.050742992228122695,0.10323998947782623,0.22583130339237,0.08791944306685673
2,15.5,-95.0,0.5,0.0,0.1796787591686911,0.09037679988178128,0.07559223292381814,0.1262452340430755
2,-30.0,-95.0,0.0,0.0,0.19320947145692108,0.15297517001328553,0.0820035033371621,0.14633686033378518
2,15.5,-95.0,0.5,0.0,0.25925135569934604,0.12025870038242586,0.11323813770077466,0.261792422076986
2,-90.0,-100.0,0.0,0.0,0.19029236030015037,0.14887327635831446,0.20951213037318253,0.2430149684420983
2,-37.5,-95.0,0.0,0.0,0.12843391522294564,0.24881071386787348,0.12760940784125419,0.08513498139633675
2,74.0,-92.5,1.0,0.0,0.21662728475164153,0.27835946824267216,0.04522547788379089,0.07677191301127877
2,-47.5,-95.0,0.0,0.0,0.3,0.05267047671566366,0.05184054533024942,0.3
2,-100.0,-100.0,0.0,0.0,0.05492582248783423,0.19023943022563136,0.062372437629218555,0.3
2,15.5,-95.0,0.5,0.0,0.18126951975336067,0.16106541751134776,0.14204375420174087,0.17523080009114506
2,6.0,-95.0,0.5,0.0,0.07442988233494462,0.15949680437324967,0.17294460093338043,0.1470801282028722
2,-47.5,-95.0,0.0,0.0,0.1975872575330112,0.13248809755367946,0.0805433301322179,0.18126542874140167
2,62.5,-70.0,1.0,0.0,0.0847743840004538,0.20295384308416178,0.07970634488026596,0.2062054885495441
2,15.5,-95.0,0.5,0.0,0.2123281255428033,0.09693705133934465,0.055647697001895445,0.12666759932940316
2,-60.0,-92.5,0.0,0.0,0.2173473583453271,0.060552472593532386,0.22107802073811858,0.24852056060223576
2,-30.0,-90.0,0.0,0.0,0.12197350357354128,0.1437212202543897,0.26573658671434275,0.27684647288250336
2,-97.5,-100.0,0.0,0.0,0.10262182689083829,0.24542929083339135,0.27799693266022196,0.08486812156508956
2,-47.5,-95.0,0.0,0.0,0.265087659345971,0.16975015085004067,0.039287721532908604,0.039781664955212896
2,74.0,-92.5,1.0,0.0,0.219652247148871,0.03491489459438313,0.24050139854172461,0.26589093388525165
2,6.0,-95.0,0.5,0.0,0.2526512765269818,0.07249715305957871,0.17912422161459376,0.10968042317989657
2,15.5,-95.0,0.5,0.0,0.1302166542173501,0.11183624970948766,0.1266755704291789,0.2309478911362342
2,74.0,-92.5,1.0,0.0,0.1738978522370707,0.13238427884656023,0.08582417674461296,0.17242967001075685
2,43.5,-87.5,0.75,0.0,0.20755496710605095,0.12988437721897012,0.06397752780157259,0.1738441804975909
2,15.5,-95.0,0.5,0.0,0.3,0.17255314656805346,0.16280575488865415,0.22125183308924706
2,6.0,-95.0,0.5,0.0,0.3,0.0604498842885802,0.2154985851515021,0.11789381639156987
2,15.5,-95.0,0.5,0.0,0.2790396567048311,0.12051373844610276,0.12516762709850984,0.2459141854902376
2,15.5,-95.0,0.5,0.0,0.09961688929469557,0.11506425166058858,0.15461415389778904,0.15709929361105832
2,74.0,-92.5,1.0,0.0,0.258157486290021,0.0604706900822745,0.3,0.3
2,15.5,-95.0,0.5,0.0,0.1772769426526795,0.12265396455780359,0.2007770193575383,0.19878782372440357
2,15.5,-95.0,0.5,0.0,0.0836610280049272,0.19749882376034006,0.21005607859606876,0.056475861027085454
2,57.0,-55.0,1.0,0.0,0.11791844706025179,0.21134421195071743,0.07224098061599586,0.22373793970036027
2,74.0,-92.5,1.0,0.0,0.20402750526878444,0.19929840495624673,0.16442830612578374,0.15005616868167798
2,15.5,-95.0,0.5,0.0,0.28822463207406274,0.08833599589418402,0.04731407014029664,0.1458590437962114
2,74.5,-92.5,1.0,0.0,0.2599503781943311,0.07207054376973422,0.1953901858907155,0.23455083957570994
2,-47.5,-95.0,0.0,0.0,0.2654803478842706,0.14004994987491903,0.06896275202719708,0.2268445606786248
2,-42.5,-95.0,0.0,0.0,0.19853316562779844,0.046537085618871564,0.10453474533001039,0.11506597569909688
